region,club,type,distance,date,finishers,dnf,eid
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2019/01/01,5,0.0,10077
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2019/01/01,8,2.0,10423
CA: Davis,Davis Bike Club / 905014,ACPB,200,2019/01/01,24,1.0,9450
CA: Davis,Davis Bike Club / 905014,RUSAP,103,2019/01/01,6,0.0,9451
VA: Tidewater,Tidewater Randonneurs / 946002,RUSAP,100,2019/01/01,3,0.0,10050
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2019/01/01,12,0.0,10078
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2019/01/01,11,0.0,9843
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2019/01/05,39,1.0,9862
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2019/01/05,7,0.0,10012
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2019/01/05,6,1.0,10035
TX: Houston,Houston Randonneurs / 943030,RUSAP,111,2019/01/05,0,,10011
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAP,100,2019/01/05,13,2.0,10259
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2019/01/05,26,0.0,10260
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2019/01/05,28,2.0,10354
MO: Kansas City,Audax Kansas City / 925005,RUSAP,100,2019/01/05,5,0.0,9842
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2019/01/05,10,0.0,9818
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,200,2019/01/05,46,2.0,10222
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,101,2019/01/06,2,0.0,10704
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2019/01/12,12,1.0,9819
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2019/01/12,25,0.0,10481
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,200,2019/01/12,0,,9965
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2019/01/12,10,0.0,9796
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2019/01/12,32,1.0,10424
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,102,2019/01/12,1,0.0,9779
MD: Capital Region,DC Randonneurs / 946012,RUSAP,106,2019/01/12,1,0.0,10286
CA: San Francisco,San Francisco Randonneurs / 905030,RUSAP,117,2019/01/13,62,5.0,9977
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,300,2019/01/13,0,,9966
FL: Central,Central Florida Randonneurs / 909062,ACPB,200,2019/01/19,71,2.0,10559
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2019/01/19,9,0.0,10512
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,200,2019/01/19,0,,10517
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2019/01/19,0,,10356
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2019/01/19,0,,10147
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2019/01/19,64,3.0,10064
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2019/01/19,5,0.0,10355
TN: Nashville,Harpeth Bicycle Club / 942046,RUSAP,100,2019/01/19,0,,10146
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2019/01/19,31,1.0,9975
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2019/01/19,0,,10079
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,RUSAP,122,2019/01/19,0,,10705
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,200,2019/01/19,0,2.0,10301
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2019/01/19,7,0.0,10080
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,101,2019/01/19,0,,9948
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2019/01/20,39,1.0,10560
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2019/01/20,3,0.0,9934
FL: Southern,South Florida Randonneurs / 909014,ACPB,300,2019/01/26,20,3.0,9863
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2019/01/26,103,3.0,9978
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2019/01/26,6,0.0,10015
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2019/01/26,7,0.0,9935
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2019/01/26,1,0.0,10014
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2019/01/26,0,,10144
TX: Houston,Houston Randonneurs / 943030,RUSAP,111,2019/01/26,0,,10013
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2019/02/02,2,0.0,10036
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2019/02/02,5,1.0,10357
TN: Nashville,Harpeth Bicycle Club / 942046,RUSAP,100,2019/02/02,0,,10148
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2019/02/02,28,1.0,10261
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2019/02/02,0,,9820
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2019/02/02,0,,10425
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2019/02/02,13,0.0,10358
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2019/02/02,10,0.0,9821
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2019/02/02,9,3.0,10149
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,104,2019/02/03,4,0.0,9949
CA: Davis,Davis Bike Club / 905014,RUSAP,100,2019/02/03,10,1.0,10367
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2019/02/09,13,0.0,10482
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2019/02/09,24,5.0,10426
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,101,2019/02/09,8,1.0,10081
GA: Atlanta,Audax Atlanta / 910004,ACPB,300,2019/02/09,14,0.0,9797
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,300,2019/02/09,38,3.0,10223
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2019/02/09,48,4.0,9979
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2019/02/09,14,2.0,10460
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2019/02/09,15,2.0,10715
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2019/02/10,0,,9936
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2019/02/16,10,0.0,10150
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2019/02/16,38,4.0,10065
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2019/02/16,8,0.0,10083
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2019/02/16,1,0.0,10082
AL: Birmingham,Montgomery Bicycle Club / 901005,ACPB,200,2019/02/16,19,1.0,9780
FL: Southern,South Florida Randonneurs / 909014,ACPB,400,2019/02/16,17,0.0,9864
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,100,2019/02/16,1,0.0,9950
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2019/02/16,9,0.0,10151
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2019/02/16,4,1.0,10084
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2019/02/16,16,1.0,10513
CA: San Diego,San Diego Randonneurs / 905140,ACPB,300,2019/02/17,8,2.0,9937
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2019/02/17,17,7.0,10514
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2019/02/23,4,1.0,10018
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2019/02/23,0,,10017
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2019/02/23,3,1.0,9822
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2019/02/23,22,3.0,9980
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,200,2019/02/23,7,0.0,10266
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2019/02/23,0,,10016
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,200,2019/02/23,11,4.0,10135
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,200,2019/02/23,3,0.0,10302
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/02/23,6,0.0,10004
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/02/23,0,,9925
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2019/02/23,6,3.0,10359
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2019/02/23,7,0.0,10360
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2019/02/23,0,,10145
NY: Central/Western,Rochester Bicycling Club / 932030,ACPB,200,2019/02/24,5,0.0,10540
OR: Eugene,South Willamette Randonneurs / 937003,RUSAP,100,2019/02/24,0,,10401
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2019/03/02,23,2.0,10262
CA: Davis,Davis Bike Club / 905014,ACPB,200,2019/03/02,16,2.0,10368
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,300,2019/03/02,12,0.0,10136
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/02,0,,10005
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2019/03/02,27,0.0,10427
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2019/03/02,4,2.0,10153
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2019/03/02,1,0.0,9823
TN: Nashville,Harpeth Bicycle Club / 942046,RUSAP,100,2019/03/02,0,,10152
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2019/03/02,13,0.0,9824
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/02,0,1.0,9926
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,200,2019/03/02,0,,9967
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2019/03/02,7,1.0,9798
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,300,2019/03/03,0,,9968
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,100,2019/03/03,2,0.0,9951
CA: San Diego,San Diego Randonneurs / 905140,ACPB,300,2019/03/09,13,4.0,9939
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/09,3,0.0,10006
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/09,0,,9927
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2019/03/09,2,0.0,9844
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2019/03/09,11,1.0,9799
NC: High Point,Bicycle For Life Club / 933057,ACPB,1000,2019/03/09,2,0.0,10362
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2019/03/09,7,0.0,10087
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,400,2019/03/09,26,3.0,10224
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2019/03/09,13,4.0,10462
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2019/03/09,7,0.0,10361
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,300,2019/03/09,61,11.0,9981
WA: Seattle,Seattle International Randonneurs / 947018,RUSAP,100,2019/03/09,94,22.0,10169
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2019/03/09,0,,10086
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2019/03/09,4,0.0,10402
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2019/03/09,4,0.0,9938
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2019/03/09,15,0.0,10461
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,325,2019/03/09,2,0.0,10085
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2019/03/09,7,2.0,9982
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,400,2019/03/16,5,0.0,10137
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2019/03/16,5,0.0,10155
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,103,2019/03/16,2,2.0,10721
MO: Kansas City,Audax Kansas City / 925005,RUSAP,103,2019/03/16,4,0.0,10708
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2019/03/16,56,1.0,10060
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2019/03/16,2,0.0,10154
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,400,2019/03/16,24,3.0,10071
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2019/03/16,1,0.0,10720
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,300,2019/03/16,2,0.0,10303
OR: Portland,Oregon Randonneurs / 937020,RUSAP,100,2019/03/16,6,2.0,10463
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,200,2019/03/16,16,0.0,10069
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,300,2019/03/16,15,5.0,10070
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2019/03/16,94,4.0,10170
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2019/03/16,6,2.0,10407
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/16,0,,10003
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,300,2019/03/16,6,1.0,10519
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2019/03/16,39,2.0,10037
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/16,3,1.0,10007
FL: Southern,South Florida Randonneurs / 909014,ACPB,600,2019/03/16,18,2.0,9865
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,200,2019/03/16,5,1.0,10518
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,273,2019/03/17,7,0.0,10088
MA: Westfield,Northeast Sport Cyclists / 921033,RUSAP,100,2019/03/17,43,2.0,10383
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,112,2019/03/17,20,5.0,10483
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2019/03/23,9,2.0,10428
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,300,2019/03/23,6,0.0,10267
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2019/03/23,6,0.0,9825
MA: Boston,New England Randonneurs / 921005,RUSAP,100,2019/03/23,35,1.0,10439
MO: Kansas City,Audax Kansas City / 925005,RUSAP,149,2019/03/23,1,0.0,10713
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2019/03/23,10,1.0,9845
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2019/03/23,5,0.0,10051
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,300,2019/03/23,8,2.0,10056
AL: Birmingham,Montgomery Bicycle Club / 901005,ACPB,300,2019/03/23,10,0.0,9781
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,300,2019/03/23,3,0.0,10521
OH: Columbus,Ohio Randonneurs / 935012,ACPB,200,2019/03/23,15,2.0,9725
TX: Houston,Houston Randonneurs / 943030,ACPB,600,2019/03/23,3,3.0,10021
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/23,6,0.0,10008
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2019/03/23,25,2.0,10484
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2019/03/23,38,1.0,10287
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/23,0,,9929
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2019/03/23,0,,10019
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,200,2019/03/23,3,0.0,10520
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2019/03/23,0,,10020
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2019/03/23,28,4.0,10429
NY: Long Island,Long Island Randonneurs / 932005,RUSAP,120,2019/03/23,0,,10364
CA: San Francisco,San Francisco Randonneurs / 905030,RUSAP,109,2019/03/23,31,3.0,10619
MA: Westfield,Northeast Sport Cyclists / 921033,ACPB,200,2019/03/24,37,6.0,10384
CA: San Diego,San Diego Randonneurs / 905140,ACPB,400,2019/03/29,5,0.0,9940
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2019/03/30,2,1.0,10090
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,400,2019/03/30,3,0.0,10304
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2019/03/30,21,0.0,10464
GA: Atlanta,Audax Atlanta / 910004,ACPB,600,2019/03/30,8,1.0,9800
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/30,13,0.0,9930
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,300,2019/03/30,0,,10523
MA: Boston,New England Randonneurs / 921005,ACPB,200,2019/03/30,55,2.0,10440
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2019/03/30,0,,9835
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,RUSAP,118,2019/03/30,0,,10718
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2019/03/30,77,2.0,10171
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2019/03/30,10,0.0,10403
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,200,2019/03/30,0,,10522
AZ: Tucson,PAC Tour / 949005,ACPB,200,2019/03/30,0,,10009
VA: Northern,Fredericksburg Cyclists Club / 946018,ACPB,200,2019/03/30,10,0.0,9734
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,300,2019/03/30,29,2.0,10038
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2019/03/30,2,3.0,10157
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,600,2019/03/30,7,1.0,10138
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2019/03/30,0,,10156
MO: Kansas City,Audax Kansas City / 925005,ACPB,300,2019/03/30,0,,9846
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2019/03/30,6,0.0,10091
FL: Central,Central Florida Randonneurs / 909062,ACPB,400,2019/03/30,28,0.0,10561
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2019/03/30,18,1.0,10263
CA: Davis,Davis Bike Club / 905014,ACPB,300,2019/03/30,56,3.0,10369
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,217,2019/03/30,2,0.0,10089
NY: Saratoga,Upstate NY Brevet Series / 932034,ACPB,200,2019/03/31,4,0.0,10226
NY: Central/Western,Rochester Bicycling Club / 932030,ACPB,200,2019/03/31,2,2.0,10541
AZ: Tucson,PAC Tour / 949005,ACPB,300,2019/03/31,15,0.0,9931
AZ: Tucson,PAC Tour / 949005,ACPB,400,2019/04/02,19,0.0,9932
AZ: Tucson,PAC Tour / 949005,ACPB,600,2019/04/05,14,3.0,9933
CA: Humboldt,Humboldt Randonneurs / 905176,ACPB,1000,2019/04/05,22,0.0,10509
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2019/04/06,70,0.0,10196
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,200,2019/04/06,2,1.0,10524
MA: Boston,New England Randonneurs / 921005,ACPB,200,2019/04/06,45,3.0,10441
MO: Kansas City,Audax Kansas City / 925005,ACPB,300,2019/04/06,15,0.0,9847
MO: Kansas City,Audax Kansas City / 925005,RUSAP,126,2019/04/06,1,1.0,10714
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2019/04/06,26,1.0,10172
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,100,2019/04/06,5,0.0,9952
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,135,2019/04/06,4,0.0,10725
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,600,2019/04/06,13,5.0,10225
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,300,2019/04/06,4,0.0,10052
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,200,2019/04/06,9,0.0,10057
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2019/04/06,5,0.0,9826
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2019/04/06,3,0.0,10307
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,600,2019/04/06,0,1.0,10527
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2019/04/06,33,1.0,10288
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,200,2019/04/06,20,0.0,9969
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2019/04/06,25,4.0,10432
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,400,2019/04/06,2,0.0,10526
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2019/04/06,5,3.0,10431
MO: St. Louis,St Louis Randonneurs / 925006,ACPB,300,2019/04/06,4,0.0,10525
MI: Detroit,Detroit Randonneurs / 922015,RUSAP,116,2019/04/06,31,4.0,9893
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2019/04/06,2,0.0,10465
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,300,2019/04/06,13,2.0,10061
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2019/04/06,7,0.0,10430
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2019/04/07,16,0.0,10173
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,121,2019/04/07,12,0.0,10485
FL: Central,Central Florida Randonneurs / 909062,ACPB,200,2019/04/08,27,0.0,10566
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2019/04/09,22,0.0,10567
FL: Central,Central Florida Randonneurs / 909062,ACPB,400,2019/04/11,16,0.0,10568
